POS,NEG,HAS_NO,HAS_EXCLAMATION,WORDS,PRONOUNS,LABEL
11120,3,3,1,0,3.4011973816621555,4,negative
11121,0,0,0,0,2.6390573296152584,3,negative
11122,3,2,0,0,3.295836866004329,1,negative
11123,1,2,0,0,2.4849066497880004,2,negative
11124,4,2,1,0,2.995732273553991,1,negative
11126,3,4,0,0,3.1354942159291497,3,negative
11128,10,2,0,0,3.332204510175204,5,negative
11129,5,2,0,0,2.995732273553991,4,negative
11130,5,3,0,0,3.1780538303479458,0,negative
11131,3,1,0,0,3.044522437723423,2,negative
11132,3,2,1,0,2.70805020110221,1,negative
11134,8,1,0,0,3.367295829986474,6,negative
11135,6,1,0,0,3.367295829986474,2,negative
11136,4,2,0,0,3.258096538021482,1,negative
11139,4,5,0,0,3.332204510175204,2,negative
11140,7,3,0,0,3.332204510175204,3,negative
11141,5,4,0,0,3.332204510175204,3,negative
11142,6,3,1,0,3.4965075614664802,6,negative
11144,3,2,1,0,3.1354942159291497,3,negative
11145,5,2,1,0,2.5649493574615367,0,negative
11147,4,1,0,1,2.995732273553991,3,negative
11148,4,2,0,0,2.70805020110221,0,negative
11149,2,0,0,0,1.9459101490553132,1,negative
11150,4,2,1,1,3.332204510175204,2,negative
11152,10,2,0,1,3.367295829986474,1,negative
11154,5,1,0,0,3.091042453358316,1,negative
11155,1,3,0,1,2.70805020110221,1,negative
11156,1,0,0,0,0.6931471805599453,0,positive
11158,7,2,0,0,3.091042453358316,3,negative
11161,4,1,1,0,3.091042453358316,2,negative
11162,3,0,0,0,2.772588722239781,3,negative
11164,6,1,0,0,2.70805020110221,0,positive
11166,7,3,0,1,3.4657359027997265,0,positive
11168,8,1,1,0,3.332204510175204,3,negative
11170,0,2,0,0,2.3978952727983707,0,negative
11171,2,0,0,1,2.3978952727983707,0,positive
11172,8,0,0,0,3.091042453358316,2,negative
11173,3,2,0,0,3.258096538021482,0,negative
11174,1,0,0,0,2.3978952727983707,3,positive
11175,7,3,0,0,3.295836866004329,5,negative
11178,5,1,0,0,3.2188758248682006,3,negative
11179,4,1,0,0,3.044522437723423,4,negative
11180,8,1,0,0,3.295836866004329,4,negative
11181,2,0,0,0,1.791759469228055,0,positive
11182,2,1,0,0,2.6390573296152584,1,negative
11183,3,0,0,1,3.044522437723423,0,negative
11186,10,3,0,0,3.58351893845611,2,positive
11187,3,2,0,0,3.044522437723423,0,negative
11188,10,2,0,0,3.332204510175204,3,negative
11189,7,0,0,0,2.995732273553991,5,positive
11190,2,0,0,1,2.8903717578961645,1,negative
11191,5,0,0,0,3.091042453358316,0,negative
11192,5,4,0,1,3.332204510175204,2,negative
11193,5,3,0,0,3.1780538303479458,1,negative
11194,0,0,0,0,1.0986122886681098,1,positive
11195,2,4,0,0,2.772588722239781,0,negative
11196,2,3,0,1,3.4339872044851463,3,negative
11198,6,1,0,0,3.2188758248682006,2,negative
11199,6,1,0,0,3.367295829986474,1,negative
11200,10,1,0,0,3.367295829986474,1,negative
11201,5,4,0,0,3.295836866004329,1,negative
11202,3,2,0,0,3.367295829986474,5,negative
11203,9,1,0,1,3.4657359027997265,5,negative
11204,3,3,0,0,3.4011973816621555,1,positive
11205,2,1,0,0,2.4849066497880004,1,negative
11206,1,4,0,0,3.044522437723423,4,negative
11207,5,0,0,0,2.6390573296152584,1,negative
11208,1,5,0,1,3.332204510175204,2,negative
11209,6,0,0,0,2.9444389791664403,3,negative
11210,0,0,0,1,2.1972245773362196,2,negative
11211,7,0,0,1,3.4011973816621555,1,positive
11212,5,0,0,0,2.9444389791664403,1,negative
11213,9,1,1,0,3.332204510175204,2,negative
11214,1,0,0,1,2.6390573296152584,1,negative
11215,1,0,0,1,2.3978952727983707,1,positive
11216,6,3,0,1,3.258096538021482,4,negative
11217,6,2,0,0,3.295836866004329,3,negative
11218,6,2,0,0,3.044522437723423,0,negative
11219,7,4,0,0,3.2188758248682006,2,negative
11221,5,0,0,0,2.70805020110221,0,negative
11222,6,1,0,0,2.9444389791664403,4,negative
11225,4,0,0,0,3.4339872044851463,3,negative
11226,4,5,0,0,3.4657359027997265,1,negative
11227,1,0,0,0,2.4849066497880004,2,negative
11228,7,0,0,0,3.1780538303479458,1,negative
11231,7,1,0,0,3.091042453358316,0,negative
11232,5,2,0,0,3.4339872044851463,4,negative
11233,2,1,0,0,3.4011973816621555,0,negative
11235,0,2,0,0,1.3862943611198906,2,negative
11236,10,3,0,0,3.332204510175204,3,negative
11237,2,1,0,0,2.70805020110221,1,negative
11238,6,0,0,0,2.8903717578961645,4,negative
11239,5,1,0,0,3.367295829986474,3,negative
11240,3,4,0,0,3.332204510175204,4,negative
11241,7,3,0,0,3.4965075614664802,4,negative
11242,8,4,0,1,3.2188758248682006,0,negative
11244,3,4,0,0,2.9444389791664403,3,negative
11245,4,3,0,0,3.258096538021482,1,negative
11246,7,2,0,0,3.044522437723423,1,negative
11247,3,0,0,0,2.9444389791664403,3,negative
11250,3,2,1,0,2.5649493574615367,1,negative
11251,5,2,0,0,3.4657359027997265,4,negative
11252,4,1,1,0,2.9444389791664403,0,negative
11253,7,1,0,0,3.091042453358316,2,negative
11254,12,1,1,0,3.4011973816621555,7,negative
11255,9,4,0,0,3.4339872044851463,3,negative
11256,1,0,0,0,3.367295829986474,3,negative
11257,1,0,0,0,1.3862943611198906,0,positive
11258,4,1,0,0,2.8903717578961645,1,negative
11259,4,3,0,0,2.833213344056216,2,positive
11260,3,1,0,0,3.1354942159291497,6,negative
11261,0,0,0,0,1.3862943611198906,0,positive
11262,4,4,0,0,3.4657359027997265,4,negative
11263,4,1,0,1,3.332204510175204,0,positive
11265,8,4,0,0,3.332204510175204,2,negative
11268,6,6,1,0,3.295836866004329,3,negative
11269,3,2,0,0,3.1780538303479458,1,negative
11271,7,2,0,0,3.295836866004329,3,negative
11272,3,1,0,0,3.1780538303479458,1,negative
11273,3,1,0,1,3.1354942159291497,1,negative
11275,5,4,0,0,3.1780538303479458,1,negative
11276,1,0,0,0,1.9459101490553132,1,negative
11278,6,3,0,1,3.4339872044851463,2,negative
11279,2,0,0,0,2.70805020110221,2,negative
11280,3,3,0,0,2.5649493574615367,2,negative
11281,8,4,0,0,3.4339872044851463,3,negative
11283,1,5,0,1,3.258096538021482,1,negative
11284,5,2,1,0,3.332204510175204,5,negative
11285,7,2,0,1,3.5263605246161616,5,negative
11286,1,1,1,1,1.6094379124341003,2,negative
11287,6,1,0,0,3.295836866004329,5,negative
11288,1,1,0,0,2.302585092994046,2,positive
11289,4,1,0,0,2.70805020110221,2,negative
11290,2,1,0,0,2.6390573296152584,2,negative
11292,4,1,0,1,3.4339872044851463,2,positive
11293,1,1,0,0,1.9459101490553132,1,positive
11294,6,4,0,0,3.258096538021482,3,negative
11295,7,2,0,0,3.4011973816621555,3,negative
11296,0,0,0,0,1.6094379124341003,0,negative
11297,2,1,0,1,2.3978952727983707,1,positive
11298,2,1,0,0,2.8903717578961645,1,negative
11299,6,0,0,0,3.332204510175204,2,negative
11300,5,1,0,0,3.091042453358316,0,negative
11301,1,1,0,0,2.302585092994046,2,negative
11302,6,2,0,1,2.9444389791664403,2,negative
11303,3,0,0,0,3.1354942159291497,6,negative
11304,6,1,0,1,3.2188758248682006,1,negative
11305,3,0,0,0,2.70805020110221,0,negative
11306,1,1,0,1,2.1972245773362196,1,positive
11308,4,0,0,1,2.5649493574615367,0,positive
11309,7,1,0,1,3.295836866004329,2,negative
11310,7,3,0,0,3.4339872044851463,5,negative
11311,2,0,1,0,2.833213344056216,1,negative
11312,7,0,0,0,3.332204510175204,5,negative
11313,2,1,0,1,1.9459101490553132,0,positive
11314,3,3,0,0,3.258096538021482,0,positive
11315,7,2,0,1,3.4965075614664802,5,negative
11316,2,2,0,0,3.258096538021482,3,negative
11317,3,7,0,0,3.4657359027997265,6,negative
11319,6,3,0,0,3.1780538303479458,2,negative
11320,4,4,0,0,3.332204510175204,2,negative
11321,7,2,0,0,3.1780538303479458,3,negative
11322,5,4,0,0,3.367295829986474,3,negative
11323,6,1,0,0,3.295836866004329,2,negative
11324,2,0,0,0,2.1972245773362196,1,negative
11325,10,0,0,0,3.258096538021482,3,negative
11327,5,4,0,0,3.4657359027997265,3,negative
11328,9,2,0,0,3.1780538303479458,1,negative
11329,8,2,0,0,3.4965075614664802,5,negative
11330,8,1,0,0,3.258096538021482,2,negative
11331,11,3,0,0,3.7376696182833684,5,negative
11332,4,3,0,0,3.1354942159291497,3,negative
11333,2,3,0,1,2.70805020110221,1,negative
11334,4,1,0,0,3.295836866004329,2,negative
11335,8,3,0,0,3.332204510175204,4,negative
11336,4,2,0,0,2.8903717578961645,3,negative
11337,1,2,1,0,2.8903717578961645,0,negative
11339,7,0,0,0,3.332204510175204,4,negative
11340,5,5,1,0,3.295836866004329,1,negative
11341,4,1,0,0,2.833213344056216,3,negative
11342,8,0,0,1,3.295836866004329,1,negative
11343,5,4,0,0,3.295836866004329,2,negative
11344,4,0,0,0,2.995732273553991,1,negative
11345,3,2,0,0,2.995732273553991,2,negative
11346,7,1,0,0,3.4657359027997265,4,negative
11347,5,2,0,0,3.295836866004329,6,negative
11348,3,1,0,0,2.5649493574615367,2,negative
11349,3,1,0,0,1.9459101490553132,0,negative
11350,6,1,1,0,2.772588722239781,2,negative
11351,4,0,0,1,3.091042453358316,2,positive
11352,4,2,0,0,3.2188758248682006,0,negative
11353,2,3,0,0,2.8903717578961645,2,negative
11354,6,5,0,0,3.258096538021482,5,negative
11355,4,5,0,0,3.1354942159291497,2,negative
11356,5,2,0,0,3.044522437723423,1,negative
11357,4,5,0,0,3.2188758248682006,1,negative
11358,7,1,0,0,3.258096538021482,5,negative
11359,3,0,0,1,2.70805020110221,2,negative
11360,6,4,0,0,3.1780538303479458,3,positive
11361,1,0,0,0,2.4849066497880004,0,negative
11362,0,0,0,0,2.0794415416798357,1,negative
11363,5,1,0,0,3.295836866004329,4,negative
11365,4,3,0,1,3.367295829986474,1,negative
11366,6,4,0,0,3.367295829986474,1,negative
11367,10,1,0,0,3.4339872044851463,6,negative
11368,4,0,0,0,2.5649493574615367,2,positive
11369,3,2,0,0,3.367295829986474,5,negative
11370,7,2,0,0,3.367295829986474,3,negative
11372,7,2,1,0,3.6375861597263857,6,negative
11373,1,0,0,0,2.6390573296152584,0,positive
11374,6,3,1,0,2.70805020110221,0,negative
11375,4,0,1,0,2.5649493574615367,1,negative
11376,9,4,0,0,3.332204510175204,4,negative
11377,4,2,0,0,2.9444389791664403,3,negative
11378,13,1,0,0,3.4339872044851463,4,positive
11379,4,1,0,1,2.5649493574615367,1,positive
11380,7,2,0,0,3.4011973816621555,2,negative
11381,5,1,0,0,3.2188758248682006,1,negative
11382,1,0,0,0,1.0986122886681098,0,positive
11383,4,3,0,0,3.258096538021482,2,negative
11384,5,1,0,0,3.2188758248682006,1,positive
11386,4,2,0,0,3.1354942159291497,4,negative
11387,4,0,1,0,2.8903717578961645,3,negative
11388,5,2,0,1,2.995732273553991,1,negative
11389,3,1,0,1,2.4849066497880004,2,positive
11390,6,1,0,0,2.995732273553991,1,negative
11391,1,0,0,0,2.6390573296152584,1,negative
11392,5,2,0,0,3.4011973816621555,2,negative
11393,5,2,0,0,2.995732273553991,3,negative
11394,3,1,1,0,3.258096538021482,1,negative
11395,5,0,0,0,3.044522437723423,5,negative
11396,4,2,0,0,3.4011973816621555,3,negative
11397,4,2,0,1,3.295836866004329,4,negative
11398,6,6,0,0,3.4339872044851463,2,negative
11399,7,0,0,0,2.833213344056216,2,negative
11400,3,1,0,0,3.1354942159291497,5,negative
11401,4,1,0,0,2.995732273553991,3,negative
11402,6,3,0,0,2.8903717578961645,2,negative
11403,7,4,0,0,3.4339872044851463,3,negative
11404,7,2,0,0,3.2188758248682006,1,negative
11405,10,2,1,0,3.332204510175204,7,negative
11406,9,3,0,0,3.4657359027997265,5,negative
11407,9,7,0,0,3.4657359027997265,1,negative
11408,8,2,0,0,3.2188758248682006,2,negative
11409,7,2,1,0,3.367295829986474,5,negative
11410,2,4,0,0,3.332204510175204,5,negative
11411,2,5,0,0,3.2188758248682006,0,negative
11412,5,6,0,0,3.4339872044851463,6,negative
11413,3,1,0,0,3.258096538021482,1,negative
11414,6,1,0,0,3.4011973816621555,2,negative
11415,2,0,0,0,2.5649493574615367,2,negative
11416,4,3,0,1,3.4339872044851463,3,positive
11417,5,0,0,0,3.1354942159291497,0,negative
11418,4,1,0,0,2.6390573296152584,0,negative
11419,5,1,0,0,3.1354942159291497,3,negative
11420,4,1,0,0,2.772588722239781,5,negative
11421,2,2,0,0,2.3978952727983707,2,negative
11422,5,2,0,0,2.8903717578961645,4,negative
11423,2,2,0,0,2.70805020110221,0,negative
11424,4,3,0,0,3.044522437723423,2,negative
11425,7,5,0,0,3.295836866004329,3,negative
11426,1,0,0,1,1.0986122886681098,0,positive
11427,1,0,0,0,2.833213344056216,1,negative
11428,3,2,0,0,3.091042453358316,5,negative
11429,2,0,0,1,2.5649493574615367,2,positive
11430,3,3,0,1,3.332204510175204,6,negative
11431,3,4,0,1,2.9444389791664403,1,negative
11433,3,1,0,0,3.2188758248682006,5,negative
11434,6,0,0,0,3.044522437723423,2,negative
11435,9,1,0,0,3.295836866004329,2,negative
11436,0,0,0,1,3.1354942159291497,1,positive
11437,8,3,0,0,3.2188758248682006,2,negative
11438,5,1,0,0,2.833213344056216,3,negative
11439,3,4,0,0,2.9444389791664403,3,negative
11440,10,2,0,1,3.5263605246161616,4,negative
11441,8,1,1,0,3.367295829986474,2,negative
11442,8,3,0,0,3.4339872044851463,4,negative
11443,4,0,1,0,2.8903717578961645,3,negative
11444,4,4,0,0,3.1780538303479458,5,negative
11445,9,1,0,0,3.367295829986474,4,negative
11446,7,1,0,0,3.1354942159291497,2,negative
11447,3,2,0,0,2.995732273553991,2,negative
11448,4,1,0,0,2.6390573296152584,1,negative
11449,6,0,1,0,3.1780538303479458,3,negative
11450,3,1,0,0,2.302585092994046,0,negative
11451,2,1,0,0,1.791759469228055,1,negative
11452,6,0,1,0,3.091042453358316,3,negative
11453,3,2,1,0,3.2188758248682006,5,negative
11454,4,2,0,0,3.091042453358316,3,negative
11455,6,1,0,1,2.772588722239781,2,negative
11456,5,1,1,0,3.295836866004329,5,negative
11457,10,0,1,0,3.367295829986474,2,negative
11458,3,2,1,0,3.1780538303479458,3,positive
11459,6,2,0,0,3.295836866004329,1,negative
11460,5,3,0,0,3.295836866004329,1,negative
11461,4,1,0,0,3.2188758248682006,3,positive
11462,6,0,0,0,3.1354942159291497,3,negative
11463,6,1,0,1,2.8903717578961645,1,positive
11464,6,0,0,1,3.044522437723423,3,positive
11466,2,3,0,0,3.295836866004329,3,negative
11467,2,1,0,0,2.0794415416798357,0,negative
11468,2,4,0,0,3.044522437723423,1,negative
11469,5,3,1,0,3.332204510175204,2,negative
11470,5,3,0,0,3.091042453358316,2,negative
11472,5,2,1,1,3.258096538021482,5,negative
11473,8,2,0,1,3.5263605246161616,5,negative
11474,9,7,0,0,3.332204510175204,2,negative
11475,5,4,0,0,3.4011973816621555,3,negative
11476,5,2,0,1,3.4011973816621555,2,negative
11477,7,1,0,0,3.4339872044851463,2,negative
11478,0,1,0,0,1.791759469228055,1,negative
11479,2,6,0,0,3.332204510175204,3,negative
11480,11,2,0,0,3.4965075614664802,0,negative
11481,3,0,0,1,2.5649493574615367,2,negative
11482,6,2,0,0,3.2188758248682006,3,negative
11485,2,1,0,0,2.6390573296152584,1,negative
11486,9,3,0,0,3.258096538021482,4,negative
11487,4,2,1,0,2.995732273553991,1,negative
11488,7,1,0,0,3.1354942159291497,5,negative
11489,3,1,0,0,3.1780538303479458,5,negative
11490,2,0,0,0,1.9459101490553132,1,positive
11491,5,5,0,0,3.367295829986474,2,negative
11492,5,1,0,0,2.8903717578961645,0,negative
11493,5,1,0,0,3.044522437723423,1,negative
11494,1,0,0,0,1.0986122886681098,0,positive
11495,4,4,1,0,3.1780538303479458,1,negative
11497,5,1,0,1,3.4339872044851463,4,negative
11498,0,0,0,1,3.4965075614664802,2,positive
11499,6,1,0,0,3.332204510175204,3,negative
11500,5,4,0,0,3.1354942159291497,1,negative
11501,6,0,0,0,3.258096538021482,2,negative
11502,2,1,1,0,2.4849066497880004,0,negative
11503,5,4,0,0,3.295836866004329,3,negative
11504,7,2,0,0,3.1780538303479458,1,negative
11505,2,0,0,1,1.6094379124341003,0,positive
11508,5,2,0,1,3.1780538303479458,4,negative
11510,6,4,0,0,3.044522437723423,2,negative
11511,4,0,0,0,2.772588722239781,0,negative
11512,5,3,0,1,3.258096538021482,1,negative
11513,0,0,0,1,3.1354942159291497,1,positive
11514,4,2,0,0,3.2188758248682006,2,negative
11515,6,1,1,0,3.1780538303479458,3,negative
11516,6,1,0,1,3.2188758248682006,4,negative
11517,3,1,0,0,3.091042453358316,3,negative
11518,4,0,0,0,2.5649493574615367,2,negative
11519,6,0,1,0,3.4011973816621555,2,negative
11521,7,1,1,0,3.258096538021482,5,negative
11523,0,2,0,0,2.70805020110221,3,negative
11524,3,3,0,0,3.332204510175204,2,negative
11525,5,3,0,0,3.332204510175204,5,negative
11526,2,2,0,0,3.2188758248682006,2,negative
11527,8,1,0,0,3.4657359027997265,6,negative
11528,5,1,0,0,2.833213344056216,2,negative
11532,2,0,0,1,3.044522437723423,1,negative
11533,6,4,0,0,3.332204510175204,1,positive
11535,1,0,0,1,2.3978952727983707,0,negative
11536,3,0,0,0,2.3978952727983707,2,negative
11537,2,1,0,1,2.833213344056216,0,negative
11538,4,2,0,0,2.833213344056216,4,negative
11540,2,0,0,0,3.4339872044851463,0,negative
11541,8,4,0,0,3.5263605246161616,3,negative
11542,2,2,0,0,2.772588722239781,0,negative
11543,2,3,0,1,3.1354942159291497,2,negative
11544,6,1,0,0,2.70805020110221,2,positive
11545,4,1,0,0,2.833213344056216,1,positive
11546,2,2,0,1,2.4849066497880004,1,positive
11547,4,0,0,0,2.302585092994046,2,negative
11548,9,4,0,0,3.367295829986474,1,negative
11549,5,0,0,0,2.833213344056216,3,negative
11550,6,0,0,0,3.295836866004329,2,negative
11551,3,1,0,0,3.1780538303479458,2,positive
11552,6,4,0,0,3.4657359027997265,0,negative
11553,0,0,0,1,3.1354942159291497,1,positive
11554,5,3,0,0,3.1354942159291497,1,negative
11555,2,3,0,0,2.5649493574615367,0,negative
11556,4,4,0,0,3.4011973816621555,5,negative
11557,1,0,0,0,1.6094379124341003,1,negative
11558,7,0,0,0,3.258096538021482,3,negative
11559,5,3,0,0,3.367295829986474,2,negative
11560,6,5,0,0,3.1354942159291497,1,negative
11561,3,1,0,0,3.091042453358316,1,positive
11562,4,3,0,0,3.2188758248682006,2,negative
11564,3,1,0,0,2.302585092994046,2,negative
11565,8,2,1,0,3.2188758248682006,2,negative
11566,1,1,0,0,2.995732273553991,1,negative
11567,4,0,0,0,2.833213344056216,2,negative
11568,4,2,0,0,3.258096538021482,7,negative
11569,3,1,0,0,3.091042453358316,2,negative
11570,4,2,0,0,3.2188758248682006,0,negative
11571,6,0,0,0,3.4011973816621555,4,negative
11572,5,0,0,0,2.772588722239781,1,negative
11573,0,0,0,0,1.0986122886681098,1,negative
11574,3,1,0,0,2.5649493574615367,1,negative
11575,2,4,0,0,3.091042453358316,2,negative
11577,4,2,0,0,3.044522437723423,2,negative
11578,4,3,0,0,2.9444389791664403,0,negative
11579,10,4,1,1,3.6375861597263857,2,negative
11580,5,1,0,0,3.2188758248682006,4,negative
11581,7,3,1,0,2.9444389791664403,1,negative
11582,2,5,0,0,3.295836866004329,2,negative
11583,5,3,0,0,3.2188758248682006,3,negative
11584,1,2,0,0,2.302585092994046,0,negative
11586,7,2,1,0,3.1780538303479458,2,negative
11587,5,1,1,0,3.1354942159291497,1,negative
11588,6,0,0,0,3.2188758248682006,6,negative
11589,5,2,0,0,3.295836866004329,2,negative
11590,8,0,0,0,3.5263605246161616,5,negative
11591,7,3,1,0,3.258096538021482,2,negative
11592,5,2,1,0,2.995732273553991,1,negative
11593,4,3,0,0,3.4339872044851463,5,negative
11594,6,0,0,0,2.8903717578961645,4,negative
11595,0,0,0,1,3.1780538303479458,1,positive
11596,11,2,0,0,3.58351893845611,4,negative
11597,3,1,0,0,3.2188758248682006,3,negative
11598,4,3,0,1,3.4339872044851463,2,positive
11599,2,1,0,1,2.5649493574615367,1,negative
11600,2,1,0,0,2.8903717578961645,0,negative
11601,5,1,0,0,2.995732273553991,0,positive
11602,5,5,0,0,3.367295829986474,4,negative
11603,0,0,0,0,1.9459101490553132,0,positive
11604,0,0,0,1,1.3862943611198906,1,positive
11605,6,0,0,1,2.772588722239781,3,positive
11606,6,1,0,0,3.258096538021482,2,negative
11607,4,3,1,0,3.044522437723423,0,negative
11609,5,3,0,0,3.4657359027997265,5,negative
11610,0,0,0,0,2.0794415416798357,0,positive
11611,4,0,0,1,2.8903717578961645,3,positive
11612,3,4,0,0,3.295836866004329,0,negative
11613,9,3,0,0,3.58351893845611,1,negative
11614,5,3,0,0,3.4339872044851463,3,negative
11615,5,5,0,0,3.2188758248682006,4,negative
11616,8,0,0,0,3.367295829986474,3,positive
11617,5,2,0,0,3.044522437723423,1,negative
11618,3,2,0,0,2.8903717578961645,4,negative
11619,6,2,0,0,3.1780538303479458,2,negative
11620,3,0,0,0,2.1972245773362196,1,positive
11622,4,2,0,0,2.9444389791664403,3,negative
11623,5,2,1,0,3.091042453358316,1,negative
11624,2,2,1,0,3.4011973816621555,3,negative
11625,2,2,0,0,3.1354942159291497,1,negative
11626,7,3,1,0,3.258096538021482,2,negative
11627,1,1,0,0,3.044522437723423,2,negative
11628,2,2,0,0,2.995732273553991,1,positive
11629,5,0,0,0,3.4011973816621555,1,negative
11630,4,2,0,0,3.2188758248682006,0,negative
11631,3,0,0,0,2.5649493574615367,1,negative
11632,3,0,0,0,2.70805020110221,3,negative
11633,5,6,0,0,3.258096538021482,0,negative
11634,7,3,1,0,3.258096538021482,4,negative
11635,1,4,0,0,2.0794415416798357,0,negative
11636,1,3,0,0,2.4849066497880004,1,negative
11637,3,3,1,0,2.833213344056216,0,negative
11638,5,3,0,0,3.4011973816621555,3,negative
11639,1,1,0,0,1.9459101490553132,0,negative
11640,7,1,0,1,3.4011973816621555,5,negative
11641,3,0,0,0,3.044522437723423,2,negative
11642,6,3,1,0,3.367295829986474,1,negative
11644,4,2,0,1,3.091042453358316,4,positive
11645,6,1,0,0,2.995732273553991,3,negative
11646,5,1,0,0,3.2188758248682006,3,negative
11648,7,6,0,0,3.4965075614664802,7,negative
11649,6,1,0,0,3.4339872044851463,3,negative
11650,3,4,0,1,2.833213344056216,1,negative
11653,6,1,0,0,3.258096538021482,0,negative
11654,2,3,0,0,3.044522437723423,3,negative
11655,6,4,0,0,3.332204510175204,4,negative
11656,6,3,0,1,3.367295829986474,5,negative
11657,2,2,0,0,2.8903717578961645,1,negative
11658,6,1,1,0,3.2188758248682006,6,negative
11659,4,0,0,0,3.1354942159291497,2,negative
11660,7,1,0,0,2.833213344056216,1,negative
11661,5,0,0,0,3.1780538303479458,1,negative
11662,6,2,0,1,3.4011973816621555,6,negative
11663,4,0,0,1,2.8903717578961645,2,positive
11664,5,1,0,0,3.4657359027997265,2,positive
11665,7,2,1,0,3.4657359027997265,5,negative
11666,1,0,0,1,2.0794415416798357,1,positive
11667,4,5,0,0,3.332204510175204,1,negative
11669,2,0,0,1,1.6094379124341003,0,positive
11670,9,2,0,0,3.4657359027997265,0,negative
11671,8,2,0,1,3.332204510175204,2,negative
11672,8,4,0,0,3.5263605246161616,2,negative
11673,4,0,0,0,2.9444389791664403,1,positive
11674,5,1,1,1,3.2188758248682006,0,negative
11675,5,3,0,0,3.58351893845611,2,negative
11676,1,0,0,0,0.6931471805599453,0,positive
11677,1,0,0,1,2.833213344056216,1,negative
11678,7,7,0,0,3.4011973816621555,2,negative
11679,3,1,0,1,3.4965075614664802,2,negative
11680,2,3,0,0,3.4339872044851463,2,negative
11681,7,0,0,0,3.2188758248682006,4,negative
11682,6,3,0,1,3.367295829986474,2,negative
11683,3,1,0,0,3.091042453358316,4,negative
11684,5,7,0,0,3.1780538303479458,0,negative
11685,1,4,0,0,3.258096538021482,2,positive
11686,5,1,0,0,3.295836866004329,3,negative
11687,4,3,0,0,3.1354942159291497,1,negative
11688,3,4,0,0,3.2188758248682006,5,negative
11689,7,1,0,1,3.4339872044851463,3,negative
11690,7,3,0,0,3.367295829986474,6,negative
11691,5,0,0,0,3.258096538021482,2,positive
11693,3,0,0,1,3.1354942159291497,4,negative
11695,7,1,0,0,3.4657359027997265,5,negative
11696,0,0,0,0,1.9459101490553132,0,positive
11697,4,6,0,0,3.258096538021482,1,negative
11698,6,3,0,0,3.5263605246161616,1,negative
11699,5,1,0,0,2.70805020110221,2,negative
11700,5,4,0,0,3.4011973816621555,5,negative
11701,3,0,0,0,3.332204510175204,2,negative
11702,0,0,0,1,4.110873864173311,2,positive
11703,2,0,0,0,2.833213344056216,1,negative
11704,6,1,0,0,3.332204510175204,0,negative
11705,2,0,0,0,2.3978952727983707,1,positive
11706,0,0,0,1,3.258096538021482,3,positive
11707,4,3,0,0,3.295836866004329,2,negative
11708,8,1,0,0,3.4339872044851463,1,negative
11709,2,2,1,0,2.772588722239781,1,negative
11710,5,4,0,0,3.091042453358316,3,negative
11711,1,0,0,1,1.0986122886681098,0,positive
11712,4,4,0,0,2.9444389791664403,1,negative
11713,1,1,0,0,3.1780538303479458,1,negative
11714,1,0,0,1,3.7376696182833684,2,positive
11715,2,2,0,1,3.367295829986474,3,negative
11716,2,2,1,1,3.1354942159291497,0,negative
11717,2,2,0,0,3.1354942159291497,2,negative
11719,8,4,0,0,3.4657359027997265,4,negative
11720,0,0,0,1,3.367295829986474,5,positive
11721,7,2,0,0,3.091042453358316,1,negative
11722,2,2,0,0,3.091042453358316,4,negative
11723,4,1,1,0,3.044522437723423,2,negative
11724,6,2,0,0,3.2188758248682006,4,negative
11725,3,0,0,0,2.6390573296152584,1,negative
11726,3,2,0,0,2.8903717578961645,0,negative
11727,5,1,0,0,3.295836866004329,2,positive
11728,6,0,1,0,3.1354942159291497,2,negative
11729,5,2,0,0,3.332204510175204,4,negative
11730,6,2,0,1,3.332204510175204,2,negative
11731,3,2,0,0,3.2188758248682006,3,negative
11732,2,0,0,1,2.5649493574615367,2,negative
11733,3,2,1,0,3.1354942159291497,2,negative
11734,7,4,0,0,3.4339872044851463,6,negative
11735,1,1,0,0,2.4849066497880004,2,positive
11736,1,0,0,0,1.3862943611198906,0,positive
11737,2,3,0,0,3.1780538303479458,2,negative
11738,6,0,0,1,3.1354942159291497,1,negative
11739,4,2,0,0,2.6390573296152584,0,positive
11740,9,3,0,1,3.4339872044851463,2,positive
11741,4,4,0,0,3.332204510175204,5,negative
11742,4,0,1,0,2.8903717578961645,0,negative
11743,5,3,0,0,3.332204510175204,1,negative
11744,5,1,0,0,3.1354942159291497,2,negative
11745,4,5,0,0,3.258096538021482,0,negative
11746,5,1,1,0,3.044522437723423,0,negative
11747,4,1,1,0,2.8903717578961645,2,negative
11748,9,2,0,0,3.367295829986474,1,negative
11749,5,2,0,1,3.295836866004329,3,positive
11750,3,0,0,1,2.772588722239781,0,negative
11751,5,3,0,0,3.367295829986474,2,positive
11752,4,3,0,0,3.2188758248682006,1,negative
11753,4,1,1,0,3.4657359027997265,3,negative
11754,5,4,0,0,3.1780538303479458,3,negative
11755,5,2,0,0,2.995732273553991,3,negative
11757,1,2,0,0,3.091042453358316,4,negative
11758,3,1,0,0,2.6390573296152584,0,positive
11759,5,4,0,0,3.1354942159291497,1,negative
11761,7,5,0,0,3.4011973816621555,2,negative
11762,5,2,0,1,2.995732273553991,1,negative
11763,9,2,0,0,3.4011973816621555,6,negative
